Date,BIP,PV,SV,EX,IM,AI,AUI,BAI,SAI,BWS,LFW,BAU,FV,PGOB,VG,HVG,SDL,IK,GW,UDL,OEG,CAPA,WHOUR,lend1,lend2,lend3,lend4,lend5,lend6,lend7,lend8,lend9,lend10
Q3 2020,874.154,450.10072,196.60145,338.42369,288.02154,183.03,56.7,94.1,32.22,783.63,6.36,37.05,32.6,180.00561,160.43,128.36,25.66,38.94,83.8,88.78,783.63,74.8,331.3,434586,1580.139,1616750,157202,82185,135870,281676,55075,2968645,1537334
Q4 2020,882.608,441.0943,195.85164,353.74524,298.87268,188.32,58.2,97.46,32.65,790.52,6.33,40.23,32.79,188.90296,169.27,126.56,23.45,39.77,84.32,90.86,790.52,81.6,336.4,443308,1601.831,1623407,146660,82661,135799,286627,53779,2993027,1565603
Q1 2021,877.173,425.43178,194.54915,364.38412,309.73158,183.92,57.44,92.75,33.72,786.96,7.36,36.29,33.19,188.25404,172.86,123.44,24.47,40.78,82.65,92.77,786.96,82.1,341,451187,1618.942,1657238,149197,84565,139133,293699,59228,3038422,1587902
Q2 2021,897.791,436.36158,200.10551,368.09647,311.68599,188.17,58.79,95.22,34.17,802.07,7.42,37.99,35.39,189.79358,173.65,127.93,24.01,41.46,84.1,96.97,802.07,85,321.1,461432,1634.554,1654295,142457,85685,135470,296909,58240,3056782,1619529
Q3 2021,898.568,457.56544,199.52872,364.8566,314.19463,182.19,56.22,91.4,34.57,812.15,7.49,37.19,35.62,186.94721,170.65,132.71,25.92,41.73,85,97.91,812.15,86.1,337.8,467940,1653.081,1666920,143865,87672,136697,304022,57484,3093749,1648877
Q4 2021,903.399,460.66948,198.89426,380.92097,333.97219,183.66,57.22,91.38,35.05,816.1,7.42,37.14,33.71,192.40723,175.96,134.46,24.31,42.83,86.39,98.2,816.1,85.8,341.3,477185,1591.388,1701525,146104,98036,140408,308639,63782,3147522,1678184
Q1 2022,909.524,473.31525,201.75897,383.24085,335.78077,185.44,58.15,92.31,35.05,820.85,7.6,34.47,32.84,188.04367,175.77,139.21,28.44,41.96,84.78,99.26,820.85,86,347.1,485071,1613.738,1742357,150886,101297,145254,315555,66200,3204036,1700953
Q2 2022,910.904,474.3208,201.54747,381.04727,338.28942,184.38,59.85,89.17,35.57,819.68,7.67,33.4,31.8,188.45542,175.95,138.54,28.69,41.8,85.04,98.86,819.68,85,318,494516,1636.37,1784762,160236,104449,153414,322751,68040,3268668,1731366
Q3 2022,913.578,477.8184,197.04854,387.79682,347.36143,185.22,61.94,87.73,35.89,824.34,7.73,32.4,31.34,190.20981,177.72,139.78,28.79,43.14,85.7,98.96,824.34,85.1,343.5,503066,1659.421,1845304,163573,107304,163259,329097,71172,3351017,1758267
Q4 2022,910.386,471.12923,197.49075,385.90696,345.99042,183.16,61.1,86.21,36.22,824.96,7.72,32,31.88,190.67527,178.75,138.49,28.93,42.96,86.22,100.06,824.96,85,334.8,509137,1676.543,1852238,159979,108770,155089,333998,79851,3365303,1773856
Q1 2023,906.094,470.32054,198.73566,384.57407,342.32231,182.41,60.47,85.15,37.49,821.7,6.73,32.35,31.73,188.16898,177.43,135.65,28.99,45.18,87.58,100.26,821.7,84.3,347.8,512871,1687.288,1872406,162773,110889,157471,336293,78626,3385937,1778989
Q2 2023,905.404,474.56119,198.06275,378.93793,340.30953,182.63,60.44,85.1,37.81,815.89,6.76,31.95,31.19,185.26884,175.53,134.49,28.98,45.22,86.7,99.94,815.89,84.1,316.9,517741,1701.383,1879403,162632,112530,159172,340380,78077,3397019,1787637
Q3 2023,905.404,471.63207,199.15863,379.34291,336.83815,182.19,60.89,84.02,38.14,817.28,6.74,31.66,31.29,183.37121,174.08,135.95,29.2,46.09,87.8,100.64,817.28,83.2,341.5,522291,1735.684,1878221,160044,113314,159489,343991,76297,3401637,1797123
Q4 2023,902.902,471.23862,200.33139,380.89542,333.80438,179.37,59.55,82.12,38.69,824.65,6.8,31.19,31.56,188.18686,173.17,137.31,29.28,46.28,88.4,101.43,824.65,82.1,332.7,525695,1740.49,1872766,154565,113250,160172,346803,75769,3395656,1801674
Q1 2024,901.932,472.94369,200.25932,377.23376,332.52086,178.23,59.01,82.55,37.48,818.37,6.74,31.5,31.77,181.76456,170.49,136.35,29.19,46.24,88.72,101.49,818.37,80.9,342.4,527167,1753.49,1879157,155297,113547,159357,348394,78159,3401229,1802834
Q2 2024,899.603,473.51202,203.77769,379.35987,336.77982,175.32,57.15,81.12,37.94,817.21,6.75,30.87,31.38,179.83109,169.06,135.82,29.38,46.73,89.06,101.99,817.21,79.7,317,529574,1762.535,1883978,155692,114089,159008,351727,77111,3408368,1808419
Q3 2024,899.775,474.47382,205.79645,372.98152,339.08436,174.46,56.57,80.54,38.29,814.1,6.76,30.23,31.05,177.68277,166.69,135.97,29.51,47.03,88.95,101.34,814.1,77.9,340.8,531723,1768.082,1888494,153845,114334,154923,353636,78511,3420591,1816396
Q4 2024,901.414,476.44114,206.8731,365.28699,339.28857,175.47,56.56,81.13,38.73,811.86,6.73,29.82,30.76,176.68024,165.19,136.4,29.46,46.59,88.43,100.74,811.86,76.8,334.2,534713,1773.527,1892098,147894,113651,154420,358760,76812,3428847,1823014
Q1 2025,904.628,479.10795,207.23841,374.09521,344.51016,176.06,56.75,81.31,38.95,816.04,6.71,30.19,30.56,179.02547,167.92,137.03,29.26,46.94,88.97,100.47,816.04,76.6,342.3,537363,1773.258,1899656,150247,113145,154935,361951,77377,3438310,1829114
Q2 2025,902.816,479.76372,207.73828,375.17516,350.31522,174.05,55.26,80.38,39.41,815.27,6.7,29.5,30.11,178.68531,167.46,136.22,29.29,47.1,89.12,100.84,815.27,77,314.1,540586,1781.404,1902955,149948,113531,155548,365646,75730,3450866,1839875
Q3 2025,902.557,478.53962,209.33406,372.47533,350.43191,174.51,55.89,80,39.76,815.81,6.74,29.33,30.13,177.43215,165.94,137.12,29.28,47.48,89.33,100.73,815.81,77.3,340.9,541927,1792.439,1906162,148180,113556,153291,370200,77219,3466732,1852026
Q4 2025,905.404,,,,,,,,,,,,,,,,,,,,,78,,,,,,,,,,,
