Date,BIP,PV,SV,EX,IM,AI,AUI,BAI,SAI,BWS,LFW,BAU,FV,PGOB,VG,HVG,SDL,IK,GW,UDL,OEG,CAPA,WHOUR,lend1,lend2,lend3,lend4,lend5,lend6,lend7,lend8,lend9,lend10
Q1 1996,637.382,362.91328,120.45168,118.10205,112.45054,131.46,31.57,90.54,16.74,562.62,6.14,48.81,38.28,128.1,110.13,82.69,29.67,11.54,56.39,61.14,120.1,82.1,389,487339,1139.023,1989429,322407,118981,310148,221554,44445,3209433,1320443
Q2 1996,646.265,364.61833,121.73983,118.43988,113.20896,141.64,32.63,101.29,16.80,573.47,6.22,53.99,38.66,129.7,111.8,84.53,29.77,11.75,57.2,61.89,121.38,81.8,358.7,495608,1161.788,2020086,327162,122031,311186,227725,44989,3261049,1344783
Q3 1996,648.507,365.49274,123.56631,121.44649,113.99656,141.47,32.64,100.99,16.87,573.86,6.23,52.98,38.28,129.7,111.67,84.31,29.62,12.06,57.91,62.1,121.43,81.8,388.6,508866,1187.025,2043969,322761,121594,317516,235405,45154,3309216,1376579
Q4 1996,654.371,366.3671,123.45095,126.81783,118.37206,141.56,33.18,100.12,16.95,581.6,6.31,52.93,38.93,131.3,112.99,85.58,29.78,12.45,59.11,63.25,122.48,81.8,379.1,534749,1227.184,2111143,320636,120970,323199,249863,47630,3417435,1433655
Q1 1997,651.267,367.67868,123.7826,129.19933,121.8362,137.13,33.25,94.64,16.88,576.61,6.28,50.13,38.89,131.8,114.04,85.38,29.19,12.77,57.83,60.81,122.83,83.7,379.8,540119,1247.282,2121998,322016,122731,322319,253274,48773,3435022,1449123
Q2 1997,658.597,368.59679,124.5709,132.94865,123.06127,139.91,33.42,97.75,16.91,584.04,6.21,51.88,39.05,133.2,115.36,85.89,29.29,13.12,59.46,62.12,123.27,84,361.6,548359,1272.473,2156721,322527,124499,324045,258845,52224,3493042,1474508
Q3 1997,660.926,367.94099,124.6478,140.07572,127.11567,140.34,33.70,97.67,17.02,586.6,6.26,51.24,39.1,134.0,116.61,86.2,29.03,13.3,60.05,62.59,123.76,84.8,386.3,559293,1302.317,2170951,317403,124385,326919,266228,54469,3532248,1504556
Q4 1997,665.841,370.34557,122.41749,141.9335,128.77827,141.77,34.81,97.37,17.23,593.57,6.35,51.11,39.66,137.0,119.29,86.82,29.06,13.42,60.92,63.91,124.12,85.2,378.5,574410,1335.676,2225204,318549,122683,334855,277570,56300,3614145,1543904
Q1 1998,672.396,372.25829,127.00299,145.14294,133.65002,145.57,36.58,98.29,17.97,597.12,6.09,50.89,39.53,136.2,118.31,89.54,28.98,14.52,60.89,63.86,124.13,86,384.2,582057,1352.598,2233945,321337,123417,330287,285020,61006,3629926,1560882
Q2 1998,669.291,371.03421,127.59898,147.40605,136.80021,143.80,37.05,95.10,18.17,594.41,6.22,49.39,39,135.3,117.65,87.65,28.97,14.75,61.3,64.64,124.14,86.3,354.6,589059,1368.106,2266581,324505,124943,333701,288810,64096,3682591,1579203
Q3 1998,672.396,374.18191,127.63742,145.88605,137.61693,145.33,37.81,95.63,18.28,597.51,6.27,48.78,39.55,134.8,116.74,88.27,29.28,15.08,61.99,65.54,124.77,85.7,383.9,598279,1391.866,2297015,324382,125252,336436,296373,63399,3739515,1606536
Q4 1998,672.223,377.24214,127.21447,143.38649,137.03356,143.99,38.31,93.12,18.32,598.9,6.45,47.53,40.85,132.7,115.29,88.7,29.5,15.49,62.69,66.31,125.32,84.2,380.3,614857,1430.201,2367062,331453,124194,343065,305943,70091,3850787,1654870
Q1 1999,680.2,382.79467,131.30003,144.2651,142.61238,148.75,39.87,95.05,19.50,603.14,6.84,48.28,42.11,134.6,116.91,89.35,29.66,15.57,61,66.9,126.26,84.1,380.9,315324,837.281,1159185,163790,67748,173762,147367,33317,1993477,924376
Q2 1999,679.338,384.41225,130.47328,151.73,147.10456,149.64,39.72,96.23,19.62,603.06,6.91,48.25,42.85,134.1,116.59,88.51,29.64,15.86,61.13,67.32,125.98,83.6,354.1,317897,854.052,1178645,168636,68336,172605,153000,38314,2028062,940224
Q3 1999,688.48,384.63082,131.35771,155.074,150.72164,152.16,40.64,97.79,19.67,610.66,6.85,49.11,43.51,136.0,118.59,90.15,29.8,16.28,61.84,67.95,126.55,84.1,378.6,323018,877.061,1184671,166469,68144,172226,155780,36676,2052790,960739
Q4 1999,691.757,388.87146,130.39637,158.24912,150.89667,151.06,40.71,96.33,19.66,613.21,6.78,48.82,41.86,137.1,119.7,90.78,29.95,16.73,62.13,68.78,126.52,84.4,376.6,332018,899.289,1209026,166229,67051,173041,154092,42812,2094169,991345
Q1 2000,702.688,391.54936,134.06859,165.79881,156.03059,154.23,42.97,96.34,19.93,623.52,6.81,48.85,41.5,141.1,123.81,91.98,30.55,16.64,63.94,70.41,127.8,86.1,379.9,334965,917.418,1228124,166824,67380,173783,154761,46695,2118751,997160
Q2 2000,708.121,395.04692,133.35721,171.7781,160.58112,154.14,44.10,94.44,19.94,628.32,6.8,48.09,39.95,143.9,127.07,93.2,30.43,17.07,63.84,71.2,128.65,86.3,346.2,338647,931.284,1243441,170544,68546,172772,157743,43750,2144240,1009655
Q3 2000,708.552,395.2218,132.91499,174.71708,165.80257,155.65,45.99,93.27,19.97,630.96,6.77,47.51,39.11,145.8,128.6,93.54,30.28,17.6,63.83,71.6,128.78,86.9,371.9,340675,944.183,1259868,173376,69373,173627,159769,44878,2169918,1018682
Q4 2000,705.534,394.60973,133.91479,183.83805,174.40773,153.79,45.54,91.58,20.08,628.94,6.64,46.75,39.7,144.8,128.39,93.27,30.1,17.95,63.29,71.25,128.7,87.3,366.7,344126,955.204,1267765,174904,68201,173212,162250,46843,2187269,1030786
Q1 2001,720.734,399.37512,134.17431,183.48292,167.74958,154.92,45.96,91.42,20.78,642.5,6.29,45.72,41.28,147.9,132.12,97.12,30.12,18.89,65.98,72.88,128.69,88.4,376.5,343548,961.923,1286522,177734,69192,174027,163856,49385,2204803,1031783
Q2 2001,718.664,396.3585,133.67445,184.02337,168.18712,151.74,43.86,90.66,20.90,639.71,6.25,44.86,42.66,145.5,129.5,97.11,29.89,19.03,65.56,72.69,128.8,84.8,344.8,344846,966.025,1288244,177816,69625,172457,165687,48464,2213488,1038181
Q3 2001,718.577,398.10727,133.1746,183.6518,164.89104,149.40,42.53,89.82,20.96,641.34,6.29,44.56,42.94,145.0,128.76,97.43,29.89,19.15,66.52,72.91,129.27,84,371,345617,974.186,1284729,175892,69372,172267,168710,49032,2219298,1047835
Q4 2001,716.421,399.46253,135.13559,185.91495,162.79089,147.54,41.55,89.11,20.94,640.72,6.43,44.59,41.47,142.6,126.47,98.01,30.03,19.72,67.3,72.7,129.84,82,365.1,346089,981.363,1295550,174308,67938,172939,169350,50274,2236312,1053923
Q1 2002,713.381,396.50057,134.83759,185.12091,157.13906,144.11,39.97,87.66,20.70,638.06,6.25,44.18,41.28,140.5,124.55,97.76,29.44,19.68,67.15,73.38,130.5,82.2,369.9,345780,983.689,1291700,173815,68455,169294,168909,49206,2230841,1055668
Q2 2002,715.882,393.57133,135.31825,190.69482,160.55196,141.91,40.27,84.48,20.70,640.93,6.35,42.69,41.4,142.0,125.27,98.4,29.43,19.81,67.78,73.74,130.71,81.9,344.7,345904,994.087,1287053,171463,68180,167046,169437,48762,2233681,1060200
Q3 2002,720.798,396.58804,135.76047,193.70133,160.81449,140.97,39.66,84.21,20.77,643.25,6.4,42.45,39.74,143.0,126.35,99.08,29.39,19.79,68.49,74.03,131.37,82.7,370.6,344516,999.955,1286110,168158,66899,165710,171062,47831,2242717,1064333
Q4 2002,718.901,398.2494,137.62548,197.21457,164.66494,140.08,39.68,82.99,20.86,644.49,6.46,41.68,38.31,143.1,126.48,100.2,29.22,20.22,68.69,73.87,132.16,83.2,363.2,340070,1008.923,1277339,161451,64582,162599,164952,50198,2241198,1068687
Q1 2003,709.242,397.71378,135.74121,191.26065,168.11428,139.79,40.20,82.52,20.32,634.21,6.36,40.83,35.75,142.5,126.63,99.67,28.6,18.1,68.53,72.6,130.97,82.7,369.9,338414,1012.52,1273151,158500,63534,159256,163605,48648,2237872,1066961
Q2 2003,710.104,397.88866,135.93348,190.44994,166.27646,139.16,39.48,82.84,20.34,634.21,6.45,41.04,34.24,141.8,125.57,100.25,28.72,18.13,69.32,72.57,131.16,82.6,341.2,338000,1011.368,1267050,157841,62888,156871,163161,48520,2240120,1070549
Q3 2003,716.572,400.59926,137.26013,196.09116,167.58918,139.33,39.50,82.88,20.45,641.88,6.54,41.23,33.5,142.8,126.65,102.33,29.06,18.34,70.7,74.46,131.92,82.1,369.2,338101,1106.174,1262110,154362,61746,153338,162279,48608,2245554,1077492
Q4 2003,717.435,400.64297,138.12534,200.82031,172.66499,139.38,39.53,82.74,20.56,642.58,6.54,40.18,33.03,145.1,129.38,102.36,28.85,18.56,70.12,74.09,131.95,83.6,362.7,335123,1124.491,1252236,150970,59004,152317,160702,43974,2241595,1083305
Q1 2004,716.551,400.85062,136.12578,208.93569,174.17437,136.82,38.53,81.21,20.52,641.28,8.14,40.29,32.35,145.5,128.54,102.12,29.42,19.54,69.16,71.51,131.19,83.6,371.2,329331,1124.789,1242118,149271,58379,148625,158652,43637,2229231,1075204
Q2 2004,720.604,400.32601,135.87582,218.05656,177.7331,138.09,41.03,78.86,20.61,648.41,8,39.7,31.95,148.9,132.02,103.98,29.54,19.79,70.35,72.23,131.08,83.6,339.8,328973,1125.637,1235158,145932,57525,147002,165582,45282,2229703,1081533
Q3 2004,718.276,399.1019,136.8564,214.13796,181.20434,137.59,41.49,77.41,20.73,645,7.89,38.5,31.35,148.0,131.27,103.4,29.38,19.68,70.24,72.47,130.94,84.2,365.9,326789,1128.983,1226603,142286,56225,144593,166547,43882,2229918,1087787
Q4 2004,717.931,401.20038,135.1452,215.25274,181.81691,136.84,41.06,77.04,20.80,645,7.82,37.81,31.61,147.2,130.11,104.24,29.23,19.99,70.45,72.27,130.76,84.6,365.8,320391,1127.726,1211635,136692,52971,141391,163738,42529,2224165,1085968
Q1 2005,719.267,403.62681,135.50573,220.58958,178.89304,134.96,41.41,74.47,20.69,646.45,5.92,37.34,31.88,147.9,131.28,105.47,29.68,19,71.54,72.89,131.46,83.9,361.5,316535,1120.581,1209670,135689,53119,137936,161576,42336,2216899,1081289
Q2 2005,723.234,405.02585,137.44757,224.44061,187.87707,137.50,42.53,75.73,20.79,649.39,5.98,37.63,31.43,148.6,131.87,105.69,29.7,19.76,72.25,73.34,131.29,83.2,342.6,314302,1133.366,1210773,135768,51967,136536,161155,41554,2223051,1082724
Q3 2005,729.185,404.93839,137.06304,233.35879,192.80663,139.60,43.69,76.42,20.88,653.58,5.85,37.9,31.49,150.1,133.64,106.71,29.79,19.62,72.59,74.16,131.84,83.8,364.5,312829,1144.162,1217923,134474,50914,134071,161001,44379,2238544,1087909
Q4 2005,731.945,404.71979,137.08227,236.90578,200.09886,143.65,46.38,77.17,21.01,657.84,5.81,37.14,30.82,152.4,135.78,107.65,30.09,19.76,72.87,75.13,132.22,84.7,363.2,311271,1154.495,1199662,130557,49401,134101,160294,40579,2226628,1093289
Q1 2006,740.116,408.34842,137.92822,244.57306,204.91252,141.68,46.17,74.50,21.53,664.7,5.89,35.51,30.46,155.0,139.98,112.52,30.8,20.9,73.38,73.16,131.6,85,374.9,320696,1172.512,1229651,130315,50012,131194,167928,39235,2258627,1109254
Q2 2006,752.707,410.27213,137.87053,252.10616,208.03359,151.59,50.33,80.05,21.70,676.24,5.83,37.6,30.39,159.1,144.74,114.8,30.85,21.26,73.91,75.07,132.35,86.1,342.7,318953,1173.143,1232870,134245,49833,131212,166270,39799,2265421,1109801
Q3 2006,758.571,410.18468,138.83185,258.99745,211.85475,151.77,48.94,82.17,21.78,682.59,5.72,38.45,30.46,161.3,146.99,115.67,30.84,21.7,74.3,76.58,132.35,87.2,367.5,318148,1180.668,1241523,136279,49395,130110,164922,40455,2281009,1114652
Q4 2006,769.61,414.51301,139.2356,273.86101,218.65113,156.00,51.19,83.72,21.97,691.89,5.79,39.2,30.69,163.1,149.26,119.15,31.25,22,75.41,77.93,132.1,88.3,367.3,316067,1177.542,1204164,132981,47181,131365,164247,39465,2242233,1114734
Q1 2007,770.624,408.5453,140.38438,271.96857,220.72978,156.13,51.53,82.84,22.41,693.88,5.88,38.45,30.51,163.9,149.77,116.71,31.04,24.24,75.31,78.44,132.86,88,375.7,314433,1174.939,1229092,138497,47665,128720,163017,40335,2261535,1110852
Q2 2007,775.712,411.43065,140.96116,278.75846,221.8674,154.72,53.09,78.73,22.62,700.94,5.8,36.78,30.98,166.7,151.42,118.91,31.15,23.83,75.59,80.05,134.2,88.4,344.1,311417,1172.614,1230714,141160,48004,130609,162439,41563,2261965,1106621
Q3 2007,779.593,410.90606,140.86502,283.96072,226.7388,155.19,53.17,79.08,22.71,704.19,5.74,36.86,30.87,168.5,153.19,119.29,31.1,24.33,75.68,80.56,133.86,88.1,367.7,309491,1172.102,1246427,141493,47866,131876,163220,45000,2278787,1105707
Q4 2007,785.37,410.55634,141.99931,286.52804,226.85547,158.27,54.97,79.85,22.97,710.31,5.74,37.71,30.52,170.2,154.57,121.15,31.37,24.65,76.36,81.7,133.6,88.7,366.4,306223,1166.723,1259680,145395,47024,135658,165018,46218,2288957,1101262
Q1 2008,790.157,411.64926,144.44587,289.10318,228.35048,160.36,54.13,82.64,23.61,714.01,6.59,38.66,30.34,168.7,153.13,120.56,31.98,25.07,76.25,81.77,137.49,88.5,371.4,303525,1158.274,1293073,152925,47889,134440,165484,47445,2316543,1095032
Q2 2008,787.311,410.03165,147.27211,287.88719,225.95846,157.38,54.66,78.28,23.83,712.46,6.5,36.41,30.27,168.0,151.29,119.31,32.06,25.05,77.41,82.19,137.95,87.7,347.8,304422,1160.335,1309279,158218,47643,134457,166140,48460,2333834,1096005
Q3 2008,782.999,410.16282,146.34926,285.08364,230.1591,157.34,54.90,77.80,23.95,707.35,6.52,35.93,30.04,164.9,148.84,118.98,31.93,25.22,76.9,81.42,138.41,86.2,366.6,304257,1161.369,1329150,158606,47806,134663,167070,48956,2354968,1097098
Q4 2008,770.925,407.97693,147.56051,269.03924,222.48714,155.15,52.82,77.66,24.27,694.72,6.5,36.07,29.93,154.7,139.21,117.37,31.89,25.43,76.41,81.57,138.56,85.1,361.1,302782,1157.413,1332643,157409,52144,138946,169395,51723,2357525,1093389
Q1 2009,734.683,411.26675,149.52634,237.85117,208.77753,142.54,43.91,75.64,23.63,659.25,6.31,36.07,28.96,134.99877,116.29,112.62,30.99,24.21,77.42,74.32,138.97,75.6,362.7,301180,1150.778,1363117,160866,62753,131027,183898,51894,2383547,1087452
Q2 2009,736.666,412.88434,150.60303,235.85812,198.21757,142.86,43.41,76.21,23.97,660.57,6.31,36.02,28.27,135.17869,117.24,112.37,31.13,24.61,78.44,73.63,140.12,70.2,330.6,300855,1149.694,1365515,160403,63443,128847,181164,50660,2388461,1087373
Q3 2009,741.065,411.31047,151.6413,243.22234,205.04361,142.73,42.89,76.63,24.06,664.75,6.32,36,28.08,139.0651,120.27,111.91,31.1,24.93,78.67,72.83,140.93,70.4,356.7,300705,1149.244,1346659,155371,62716,126151,180881,49967,2375557,1092084
Q4 2009,746.843,411.92252,151.44901,250.21498,203.26419,141.33,41.53,76.75,24.08,669.79,6.29,35.91,28.65,140.84638,121.85,112.43,31.15,25.37,79,73.19,141.84,73,356.7,301376,1155.064,1327143,145844,63221,122109,181193,46524,2357591,1094688
Q1 2010,752.211,409.29937,153.21298,257.88214,216.60989,142.78,44.59,74.41,24.17,680.31,6.18,36.14,29.62,154.70932,135.19,107.3,30.73,24.33,77.47,75.3,142.43,74.6,361.5,299575,1151.527,1320751,143948,63743,122162,179502,44919,2347074,1090421
Q2 2010,768.597,413.23412,151.98252,276.12376,232.30286,152.11,47.44,81.07,24.27,691.46,6.19,38.76,30.28,160.0528,140.78,109.64,30.63,24.38,77.04,76.05,142.35,79.3,336.1,298953,1157.624,1339154,143517,64183,120566,177288,44145,2368056,1091013
Q3 2010,776.014,415.15777,153.69365,280.34635,231.66115,153.36,49.03,80.35,24.36,698.13,6.18,37.77,30.72,162.46368,143.18,111.44,30.62,24.66,77.52,76.94,143.19,82.1,362,300219,1151.852,1320023,138068,63412,120079,176833,46751,2353929,1096601
Q4 2010,781.102,417.25627,154.07816,285.78505,234.51972,151.63,49.47,77.70,24.52,702.39,6.32,36.34,30.99,167.14147,147.52,110.59,30.58,24.9,77.54,77.45,142.98,83.7,365.6,302374,1153.757,1317228,134120,61706,120343,178548,46817,2352904,1101602
Q1 2011,795.224,416.19616,153.92435,293.10645,240.48508,159.58,50.62,84.08,25.39,716.24,6.43,38.42,32.08,168.51799,152.81,113.52,30.84,27.07,80.54,76.79,144.48,84.6,368.2,300497,1150.433,1324950,137995,61754,121798,175810,47041,2358721,1098862
Q2 2011,797.38,418.03231,154.65494,297.09244,246.4651,160.99,50.67,85.36,25.58,717.55,6.44,38.63,32.87,169.18373,154.14,113.55,30.54,27.41,80.32,76.53,144.32,85.8,337.7,301289,1163.687,1337173,137142,60665,121630,178324,44551,2374911,1102752
Q3 2011,801.692,419.56243,154.7703,300.09884,246.43594,162.98,52.86,84.66,25.71,722.36,6.49,37.95,33.15,171.36081,156.33,114.89,30.53,27.55,80.95,76.76,144.62,86.2,362.3,302141,1166.265,1367265,134702,60886,125562,177900,44496,2413747,1108347
Q4 2011,801.692,420.87396,155.67394,298.5112,244.04392,162.21,51.39,85.48,25.84,722.43,6.46,39.47,29.99,171.10892,155.86,115.11,30.53,27.98,81.73,77.38,145.26,85.5,359,304951,1167.317,1368010,134577,59630,123953,180004,42888,2415679,1114049
Q1 2012,803.416,422.71028,155.80851,304.7267,243.95641,162.42,52.03,85.38,25.45,723.77,6.52,39.05,31.05,171.57219,153.08,117.44,30.56,28.45,78.84,77.63,144.88,84.6,365.8,305566,1164.148,1380698,137015,60204,125573,180507,42856,2427818,1114893
Q2 2012,804.193,423.62836,156.48143,307.05747,244.77319,162.71,51.35,86.39,25.57,725.17,6.45,38.88,31.19,172.07596,153.34,117.69,30.42,28.53,78.89,77.9,145.33,84.6,331.7,307597,1164.735,1385173,136816,60586,125357,181568,43309,2432408,1117977
Q3 2012,805.917,424.89616,157.15436,310.5368,245.50245,162.12,50.32,86.77,25.76,726.56,6.46,38.45,31.52,172.47179,153.88,117.71,30.34,28.78,79,77.92,145.85,83.7,356,309754,1167.337,1404248,133910,60254,127399,182803,42426,2458611,1126615
Q4 2012,803.244,423.10377,157.50042,305.19961,243.54801,160.98,50.40,85.20,25.96,723.62,6.42,37.95,32.33,169.30518,151.05,117.02,30.12,29.07,79.26,77.93,146.18,82.4,352.5,311219,1170.555,1377634,131057,59586,126057,184614,39037,2435908,1135017
Q1 2013,798.781,421.58448,158.82702,304.27923,244.10926,155.16,48.57,81.54,25.55,720.85,6.27,37.19,32.83,167.73989,151.05,116.36,29.28,29.77,80.87,78.92,143.08,82.4,354.2,311933,1173.475,1394120,133160,60343,126893,184581,38460,2451055,1136778
Q2 2013,808.44,425.38804,158.55785,305.25881,248.28084,161.09,50.38,85.58,25.74,727.97,6.28,38.1,33.72,169.26921,152.62,117.5,29.27,30.25,81.34,79.56,144.17,82.5,331.3,314018,1173.048,1402048,131901,60144,124765,186652,38480,2464180,1143326
Q3 2013,812.493,426.96196,159.80755,310.42695,252.0148,161.18,49.26,86.78,25.95,732,6.28,38.71,34.05,169.91693,153.17,118.4,29.26,30.48,81.6,80.39,144.41,83.2,357.8,316604,1177.899,1282794,130328,60079,124877,187427,37381,2352374,1152630
Q4 2013,813.442,424.1639,159.86523,315.52756,252.07315,164.31,52.53,86.09,26.14,735.41,6.33,39.15,33.19,172.45381,156.05,118.3,29.18,30.58,81.86,81.1,144.7,84,352.3,319226,1179.523,1281089,127705,58925,124161,191372,37271,2354025,1159337
Q1 2014,821.937,425.34434,160.5766,315.45207,252.51799,167.35,52.60,88.68,26.68,743.51,6.91,39.64,32.28,177.38362,161.4,119.19,29.2,31.35,81.67,81.42,145.6,84,359.8,319963,1179.281,1283381,129114,59534,124153,192108,37147,2356273,1160280
Q2 2014,822.195,427.0494,161.44177,318.32319,256.71834,165.51,53.00,86.01,26.89,740.87,7.04,38.69,31.75,176.3041,160.31,118.55,29.13,31.47,81.72,81.6,145.6,84.4,330.4,320873,1181.314,1288315,129075,59900,124298,192755,39113,2367140,1166647
Q3 2014,826.421,430.2409,162.63379,323.99788,258.23514,165.18,52.44,86.06,27.12,745.6,7.09,38.55,31.77,177.43759,161.42,119.83,29.14,32.11,82.36,82.49,145.52,84.3,356.6,322883,1187.944,1293204,127101,60311,125888,192260,37990,2380552,1177125
Q4 2014,832.544,432.77659,163.78735,330.01036,262.87304,166.60,53.31,86.24,27.41,751.18,7.1,38.45,32.25,179.77656,163.41,121.22,29.16,32.08,82.54,83,146.25,84.3,353.2,328274,1225.682,1291624,122923,59804,123672,188140,33921,2384783,1188662
Q1 2015,830.669,434.36134,164.54192,332.03738,267.56964,166.25,53.60,84.83,28.06,748.23,6.1,37.91,32.55,177.3521,160.48,121.05,29.27,31.3,82.9,83.36,147.29,84,358.7,329940,1229.706,1305672,127396,60921,125000,188550,33823,2400021,1191987
Q2 2015,835.757,436.37245,165.50325,337.78021,268.21137,166.82,54.23,84.39,28.35,753.42,6.12,37.51,32.8,179.4752,162.61,121.32,29.36,31.75,83.2,84.39,148.14,84.2,331,334829,1234.765,1309383,128054,61436,123239,190865,34799,2413019,1205105
Q3 2015,839.637,438.95198,167.06061,337.71265,270.83659,167.69,54.66,84.54,28.62,756.06,6.12,37.38,32.57,179.979,162.85,122.41,29.3,32.19,83.45,84.94,148.31,84.3,356.3,336523,1244.525,1309047,127511,61655,125254,191474,32025,2426317,1218491
Q4 2015,843.518,443.06169,169.94463,335.75334,273.89936,171.52,56.52,86.17,28.93,757.92,6.24,37.66,32.05,179.34926,162.58,122.63,29.35,33.02,83.85,85.52,148.84,84.3,355.5,339607,1253.305,1314171,127443,60479,125201,193384,32378,2439975,1230170
